ID,Renta_secc,n,distance,feature_x,feature_y,nearest_x,nearest_y
26047_AM,"10813","1",2354.622747098323998,576652.369953683926724,4658528.795224942266941,574637.360333811258897,4657310.606194876134396
26059_AM,"14317","1",1605.765421792707002,531879.414264633553103,4671514.581626491621137,533414.383967779693194,4671043.040959901176393
26061_AM,"14317","1",6139.024641564533340,507153.364995081501547,4675541.154297841712832,511364.136791955796070,4680008.482853520661592
"26064","11598","1",1210.886840112044183,534902.017477444256656,4701552.353113259188831,534666.874387104064226,4702740.189241107553244
26071_AM,"12547","1",1360.731814617213104,511491.608804763644002,4714857.116494632326066,512318.589002976368647,4713776.517205776646733
"26084","10471","1",830.012162141325689,543495.136824160348624,4696344.150380833074450,542674.435351966880262,4696468.123292559757829
"2608901","11317","1",136.659137549391687,545736.757355023291893,4701764.081513605080545,545869.259058317751624,4701797.533247488550842
"2608902","10719","1",1532.581902299300509,549491.128485581837595,4700299.432977287098765,551023.628488830523565,4700315.276818302460015
"2608903","14167","1",152.071357313029097,546072.654072754201479,4701152.197717740200460,546101.218328837887384,4701301.562308555468917
"2608904","12725","1",382.372516680513911,542331.583740385365672,4700328.571673689410090,542507.112704383791424,4700668.274962325580418
"2608905","14130","1",146.339324068803961,540216.725595133029856,4702939.960541871376336,540074.596013695118017,4702974.808495171368122
"2608906","12948","1",7.336249567470738,546158.157741150935180,4703336.836421699263155,546162.301786327268928,4703342.890135211870074
26099_AM,"11003","1",1628.124055023603887,551885.166979955043644,4691754.782534503377974,551943.116240317933261,4690127.690090365707874
"26102","13273","1",1791.047872756927518,521027.195228390395641,4696324.263532741926610,522060.109138776606414,4694861.067942180670798
26105_AM,"11490","1",2964.424020871044831,531897.609057768015191,4700127.206621570512652,534279.809498838149011,4698362.856646627187729
26117_AM,"10265","1",858.144807729555964,573610.945246676797979,4681850.666456280276179,573077.240653720800765,4682522.657467002049088
"26125","10374","1",647.547000150989788,594828.609574681264348,4676030.100500868633389,595138.011533420300111,4675461.252941910177469
26129_AM,"9496","1",2378.154815958658673,519818.011534058547113,4707311.582659273408353,521627.876459457736928,4705768.854789402335882
"2613801","11345","1",1893.193860982660908,502247.804861561628059,4698994.284348941408098,501936.045426598109771,4697126.936215899884701
"2613802","10873","1",254.027865742487364,505180.691415621957276,4696444.045184222981334,505242.482453394681215,4696197.647083125077188
"26168","14352","1",618.778393121129852,549225.376068911282346,4697531.738660436123610,549398.649145756382495,4698125.761505648493767
"27005","11295","1",2389.774190490762976,158151.019217932131141,4827144.270709102973342,156855.088806114799809,4825136.389973286539316
"27006","11262","1",3601.321654504703474,161624.645544610160869,4756125.465060731396079,162189.941588049114216,4759682.143011077307165
27007_AM,"11897","1",1682.087317954732953,118621.392745182514773,4788903.245794638991356,117433.672652071865741,4790094.353986889123917
"27010","12068","1",3947.691811100819905,139145.286419954936719,4789695.267731387168169,140940.573838820942910,4786179.415954208001494
"27011","11248","1",4319.417156935899584,146741.431103109323885,4772511.864014297723770,142727.717144390742760,4774107.941967663355172
27012_AM,"11008","1",4989.321830950335425,167254.153945629019290,4739868.213591535575688,164462.988123103015823,4744003.757773859426379
"27013","13537","1",619.634506942390544,142555.496168337529525,4841881.596285514533520,142703.396994319395162,4841279.871873621828854
27014_AM,"11729","1",2465.732492058791649,145069.726830829953542,4761043.984860133379698,143486.213898352842079,4762934.043990179896355
"27015","11531","1",2694.238744736286208,131601.625462940777652,4795442.465605576522648,129710.283582911928534,4797361.253844670951366
"27016","10574","1",1561.051756495921609,105923.011835747034638,4728948.787528032436967,107474.763769734883681,4728778.644876636564732
27018_AM,"12149","1",3791.772745358648990,171140.112285653129220,4778358.660968722775578,172481.842986895208014,4781905.109795054420829
"27019","12666","1",1864.846006416341652,150396.677155166456942,4834013.887384171597660,150004.109021555545041,4832190.829269870184362
"27020","11283","1",5055.914474127381254,107866.209739044541493,4776602.023035878315568,106282.448400725130341,4781403.478147918358445
27021_AM,"11534","1",3345.715603318447393,120007.569816608171095,4826746.488259111531079,122740.068319538113428,4824815.875706118531525
"27022","10340","1",3887.312277249775434,105464.702042616874678,4795174.920131660997868,102663.935627808110439,4792479.200518916361034
"27023","11491","1",2577.502374537290962,119697.174430816216045,4760420.527624057605863,119394.205222842210787,4762980.162002199329436
27024_AM,"10469","1",2786.240058097344445,147133.473607076477492,4736728.900437205098569,149736.131598777486943,4737723.538582251407206
"27025","13059","1",2759.845914480172723,136270.669117044162704,4844985.389500127173960,137185.009992670413340,4847589.373032107949257
"27026","9741","1",3837.957009623396516,145696.743870428792434,4752773.678996116854250,143577.203662862302735,4755973.282614727504551
27027_AM,"11786","1",3723.781626771872197,158198.606284088833490,4819058.705710314214230,161820.611775159370154,4818194.052122720517218
"2702802","13574","1",550.506690610904002,129813.389600521797547,4770512.599185730330646,129452.649229160815594,4770928.440502674318850
2702803_AD,"9743","1",694.298563162214350,129637.528576653683558,4773333.229779662564397,129074.432292706842418,4772927.061009550467134
2702804_AD,"13557","1",2314.881946601716663,132067.332936072692974,4776785.313429273664951,134381.721444137947401,4776833.107366525568068
"2702805","11549","1",571.499006839960657,126828.351004026320879,4771706.279213471338153,127379.403480799897807,4771554.779105680063367
2702807_AD,"13232","1",1770.822195118675154,126250.623990237261751,4768856.205964126624167,126642.131914788129507,4770583.207061907276511
"27030","11807","1",3452.092780570994819,146493.211513984220801,4818898.176394411362708,143164.592321707663359,4817983.168832432478666
"27031","10123","1",620.174936860951675,130876.362559425091604,4717095.905829138122499,131311.300519924669061,4717537.998492306098342
"27032","10386","1",2796.912429359678754,107352.672620321391150,4751686.630178947933018,107547.898880733846454,4754476.720830657519400
"27039","13127","1",1192.604044702339024,125217.649162639238057,4782285.340724590234458,126202.037489533497137,4781612.077010051347315
27040_AM,"11599","1",2242.537545238782059,101085.316992033360293,4756246.567754861898720,103243.023215248598717,4756857.532971632666886
27041_AM,"11456","1",2545.348887911317433,115989.510833933964022,4714620.263161937706172,118208.572509240053478,4713373.440703694708645
