ID,Renta_secc,n,distance,feature_x,feature_y,nearest_x,nearest_y
"08235","17278","1",107.087483267339508,968049.777446256717667,4621435.407315244898200,967945.838435163022950,4621461.183487291447818
08237_AM,"14789","1",1197.893366460615880,933397.401279553072527,4673592.703522788360715,932586.082791530643590,4674474.015515446662903
"08238","21421","1",368.066672245075893,923029.881826253607869,4609450.686838264577091,923173.081950463587418,4609789.754382632672787
"0824001","11981","1",87.745546946302511,900212.883555423468351,4599503.056503852829337,900236.139725990942679,4599587.664018527604640
"0824002","15729","1",268.825916344767336,899683.479056569864042,4596901.577471279539168,899924.612694027018733,4597020.413249500095844
"08244","14704","1",189.481420860208630,919825.232101080357097,4591768.955231148749590,919897.020234437310137,4591944.311077245511115
"0824501","16046","1",21.847338080952689,935317.743441733298823,4601992.353603667579591,935296.124717847560532,4601989.201309459283948
"0824502","11769","1",82.908313450050386,935599.278805240639485,4602538.640627223998308,935666.319330757716671,4602489.861980486661196
"0824503","10963","1",85.171498080585323,934520.646403723396361,4603276.844858965836465,934449.509197144885547,4603323.681617238558829
"0824504","13002","1",79.387294591695806,934875.984354169107974,4601744.838258361443877,934952.686806254903786,4601765.309613632038236
"0824505","6903","1",160.139528226661554,935492.515584806445986,4600956.550481262616813,935503.113791797193699,4600796.762038284912705
"0824506","8746","1",164.785689513427769,935979.690812504151836,4601863.856237353757024,935944.645348332356662,4602024.872195908799767
08247_AM,"13767","1",1165.384889452580410,928293.529815561836585,4659560.772440710105002,927176.463139450992458,4659228.682119130156934
"08248",,"1",1059.259447687953298,934926.438177031814121,4623776.627908346243203,934235.717098173336126,4624579.706340840086341
"08250","16906","1",97.774940306450659,881691.072792132152244,4611123.169324501417577,881612.072807683027349,4611065.559070128016174
"08251","12580","1",1129.165777246716743,890489.531773799797520,4583850.056974132545292,889750.709295517532155,4582996.150247323326766
"08252","13716","1",614.684049056558479,928571.535125329741277,4609043.462814109399915,927957.556964743416756,4609014.012882231734693
08258_AM,"15715","1",703.429644882653406,923393.990499607636593,4648122.700701070949435,924096.906969150295481,4648149.565215684473515
"08259","14542","1",900.510933334905417,953974.586501950398088,4629107.589454681612551,953496.663783863186836,4628344.366147521883249
"08260","15354","1",132.255235997539330,931911.368724640924484,4610905.306500545702875,931805.730018770671450,4610984.879808072932065
"08261","13694","1",605.831209148672542,974427.164765906753018,4626592.257501161657274,974007.777857187553309,4627029.460056933574378
08262_AM,"14591","1",2225.760339034933622,907909.344264689716510,4623198.317824241705239,909707.748941968311556,4621886.925547474995255
"0826301","14532","1",215.613208281808227,918929.580262829666026,4594864.442532163113356,918719.414965996635146,4594912.604795322753489
"0826302","10328","1",232.023231691660243,918081.281671381439082,4595027.084137401543558,918148.106712385080755,4594804.892342009581625
"0826303","12105","1",243.939367872865034,917944.854936204268597,4594295.174900908023119,917724.125769699923694,4594399.025997447781265
"0826304","14598","1",557.400322514771347,917823.225318448850885,4593265.482860988005996,917282.341409399406984,4593130.799096298404038
"08264","19023","1",601.894618754876205,959240.469029580592178,4617974.741125606000423,958825.803382708691061,4618411.008856925182045
"08266","16071","1",281.584063150997110,927779.413491558283567,4604794.500383981503546,927612.996229931362905,4605021.645446998998523
"08267","13214","1",117.253862252843390,927560.945793954306282,4619559.243278659880161,927561.734586570993997,4619441.992069628089666
08268_AM,"14494","1",2751.822281625346022,908936.082107457914390,4678592.438187828287482,906933.892107634572312,4676704.645541837438941
"08269","17007","1",512.625296455655416,938647.846596619114280,4644447.612393734045327,939070.989229307975620,4644158.242376338690519
"0827001","22249","1",593.663500057545775,900912.897840306279249,4575627.266106316819787,901416.677962608402595,4575313.192962489090860
"0827002","21808","1",973.265928787858570,908376.881878893240355,4579117.561390752904117,909277.205409799702466,4579487.242480119690299
08273_AM,"14344","1",1240.420459442314950,903220.226031548110768,4592419.556632502935827,902204.499561838805676,4591707.557577071711421
"08274","15434","1",801.197168448764160,895614.170750598539598,4642415.106257695704699,896394.422330765402876,4642233.105229188688099
08278_AM,"15067","1",559.118474628951049,937676.252231425489299,4649668.635639835149050,937266.035193635616452,4650048.550696891732514
"0827901","19480","1",121.006952993828932,918348.556767859146930,4613512.218249557539821,918277.549908187356777,4613610.201455018483102
"0827902","10541","1",541.219546840164071,920940.928037983016111,4613388.003972220234573,921476.793969399994239,4613312.067805419676006
"0827903","9795","1",858.915643494781648,919894.780335164628923,4611736.551913389004767,919322.707199999946170,4612377.229999999515712
"0827904","13573","1",479.395576627171124,916648.550634218379855,4611568.515369199216366,916544.114426733227447,4611100.633762961253524
"0827905","14896","1",467.863513539525002,915393.628568478161469,4617093.440770339220762,915140.472248136531562,4617486.897432212717831
"0827906","10588","1",403.158623158271894,920336.436581162270159,4615663.499471152201295,920638.234323089709505,4615930.810148818418384
"0827907","15419","1",380.639017311167663,920781.583181604626589,4610146.093901319429278,920936.930667711072601,4609798.598260972648859
"08281","18717","1",400.812124413978268,944259.714583653723821,4608023.589932024478912,944655.818548152456060,4608084.843571799807250
"08282","18664","1",650.898521994033899,939897.883442771388218,4606111.304834445007145,940085.736569760832936,4606734.506317606195807
"08283","18024","1",145.998841844177747,933322.573904081247747,4646956.957160930149257,933243.847128319437616,4647079.911447549238801
08284_AM,"11387","1",2318.091311441150538,972219.796290794154629,4632096.759256311692297,971134.568799571134150,4630048.387068335898221
"0828501","13974","1",341.114468679739787,936944.946701208944432,4667492.587433469481766,937282.661383457132615,4667444.547094828449190
"0828502","15255","1",212.382144730508429,935212.217417477630079,4667013.919782196171582,935136.945608296664432,4666815.323885604739189
"0828503","14509","1",281.981863655267830,934934.556603673379868,4669030.163747319951653,935085.586434762226418,4669268.289263701066375
08286_AM,"13901","1",1122.330483954435067,889699.406136882025748,4609587.346724447794259,889435.817160585662350,4608496.408336275257170
08288_AM,"14283","1",2037.259681772687372,880371.729117414215580,4599239.681137564592063,879066.978451817994937,4600804.306559703312814
"08289","14864","1",244.342670988617243,915915.574774849810638,4590053.580156325362623,915677.570272453827783,4590108.872087970376015
"08291","14873","1",1872.643896683118328,909863.386475668870844,4617495.705458974465728,910669.084222087985836,4615805.248034133575857
08294_AM,"14272","1",1312.309985294048147,959802.774221792002209,4624889.226057152263820,958491.301059708930552,4624936.083742096088827
"08295",,"1",690.295064507695997,911274.076700248289853,4591918.418282132595778,910744.734592979075387,4592361.480591018684208
08296_AM,"14756","1",1009.134199086024410,943631.634470111108385,4611998.890255798585713,943229.506190607207827,4612924.441269297152758
"08298","15113","1",924.505406555867921,934287.945823228801601,4654437.793166506104171,934735.757934715249576,4655246.603749743662775
08300_AM,"18451","1",1225.793080636813102,913303.773716265219264,4611570.683641646988690,912249.009171009878628,4610946.151472251862288
"0830101","13173","1",706.432623267848044,922109.667065667686984,4583921.196611812338233,921927.211231363122351,4583238.732752149924636
"0830102","11161","1",59.566100135425927,919288.766101994900964,4586482.173444846644998,919303.958601511199959,4586424.577366475015879
"08302","11382","1",931.565551617785673,886491.841877646977082,4611466.071075312793255,885720.574159693554975,4610943.614872168749571
"0830501","12643","1",67.741747044378855,892422.115474661695771,4588905.492482321336865,892378.225047015701421,4588957.092624314129353
"0830502","13304","1",156.557829386653708,894132.437242391635664,4589403.814509078860283,894229.898966747219674,4589526.336206046864390
"0830503","13608","1",304.215146885964941,891529.112485773162916,4587215.188341389410198,891381.834535339032300,4587481.376359359361231
"0830504","15063","1",514.259135147860434,894146.521364185842685,4587103.722655630670488,894636.281858480535448,4587260.557333910837770
"0830701","13630","1",83.435471511178122,895298.254301386186853,4573828.720358985476196,895214.899766356917098,4573832.394511451944709
"0830702","14383","1",617.804390960138790,895674.483129828586243,4573370.980491012334824,895536.052788812783547,4573973.076252644881606
"0830703","11770","1",648.904217478624673,895409.984440629370511,4577104.509464344009757,894818.942054131883197,4577372.363119956105947
"0830704","13567","1",815.023992171477403,893240.964551256387495,4575747.941313630901277,893086.588846325292252,4576548.211423994973302
"08902","16201","1",818.556179690237286,942637.696117261541076,4613971.070614738389850,943375.874423485365696,4614324.803575500845909
"08904","12485","1",128.120419597105723,926932.889960358967073,4607811.787679833360016,927056.365530440933071,4607777.602514766156673
"08905","15306","1",35.308258080412763,914903.103554295375943,4596203.493192888796329,914878.229227807722054,4596178.434442511759698
"0901801","14708","1",157.437904019016941,442550.753381723770872,4612535.247949956916273,442697.016389055235777,4612593.504505882039666
"0901802","13044","1",45.192831620683869,438969.597456492425408,4616240.343494117259979,438932.775672611431219,4616266.545560099184513
"0901803","14100","1",44.481162299776734,446768.557146426464897,4615050.994666562415659,446809.537822810059879,4615068.290850033983588
09048_AM,"14981","1",3807.298804297287461,480727.543851429421920,4690665.403021092526615,483882.727312793722376,4688534.595307962037623
"09056","11674","1",1771.750223170012305,474194.350109990045894,4709932.233525956049562,475755.015897121280432,4710770.935591162182391
0905902_AD,"11769","1",194.401308821170062,442095.969997604144737,4688231.295373078435659,441914.693659960816149,4688161.076014764606953
"0905903","13315","1",375.276651912606042,438866.340445446199737,4689952.129043419845402,438546.243435321841389,4690148.012859954498708
"0905905","14170","1",898.464018738217646,444756.874920357891824,4691409.694906680844724,445051.455028995638713,4690560.895665068179369
"0905906","15353","1",554.457821182889006,442983.289044229837600,4685817.111792810261250,442552.997409544244874,4686166.786762733012438
"0905907","12961","1",511.309911161748630,445359.089160359639209,4686443.436483657918870,445844.686805088364054,4686603.538803085684776
"0905908","13140","1",114.510383051001369,440721.611138534324709,4685831.865196486003697,440607.332330923643894,4685824.586325861513615
"0905909","12421","1",417.993248633612836,448489.496962061442900,4690204.343849579803646,448895.245106238638982,4690304.776908878237009
09073_AM,"13220","1",1392.847838371302032,446927.013913224975113,4678711.831270663999021,445696.603901929396670,4679364.607116539962590
09109_AM,"13266","1",807.873668987885026,524644.516338667366654,4730096.455267057754099,525351.852388559025712,4729706.153361391276121
09124_AM,"10704","1",2831.278609777429665,457960.471242736035492,4769956.241950456053019,460463.225590812508017,4768632.474886593408883
09141_AM,"14981","1",1842.603694916132781,435952.194352256541606,4605158.675850874744356,434241.988777424674481,4604472.829462583176792
09174_AM,"12582","1",2147.946541276717198,459324.701117843447719,4623838.493219457566738,457786.425685545429587,4622339.365793729200959
09177_AM,"14200","1",2110.616823873005160,458437.399955936823972,4681941.407581711187959,459087.158502633450553,4679933.294734232127666
"09194","11725","1",910.870861378575228,436756.962890545197297,4648554.893024129793048,436925.067201042780653,4647659.668657336384058
09209_AM,"10605","1",7735.581868581485651,475886.101321134483442,4754793.305683244019747,482038.958331315196119,4759481.757182170636952
09211_AM,"15688","1",4809.818054876477618,412317.905295043368824,4714188.767375783994794,416587.191378704330418,4711973.469188885763288
"09219","14311","1",988.005333570790071,502982.632401078415569,4724509.064186000265181,502423.088078049535397,4725323.352028062567115
09238_AM,"14981","1",2841.897512221806664,479739.876980160188396,4727771.271282301284373,480809.973203037341591,4725138.539707727730274
09289_AM,"12610","1",2219.926879986717722,492488.882918707618956,4644495.911689953878522,493724.784807172138244,4642651.834176784381270
09321_AM,"13966","1",1047.603637814918557,426343.276330379012506,4622218.117325718514621,427191.876814659626689,4621603.828631339594722
09330_AM,"14981","1",685.500779324193445,473565.523721943143755,4658179.008998845703900,474225.840806794119999,4658363.108607503585517
09350_AM,"15778","1",1047.440024554136244,431809.485128983680625,4662165.711580801755190,431092.813049435266294,4661401.832182314246893
09363_AM,"14981","1",544.683255983812160,413061.177531809662469,4684509.914664024487138,413592.926757283625193,4684627.908776407130063
09390_AM,"14981","1",2280.544729470607308,437786.773752929177135,4639807.867513331584632,438362.418347644270398,4642014.565853316336870
"09410","11213","1",1020.141155066230453,477948.184004631650168,4773497.799697503447533,476941.169199299707543,4773334.676559653133154
09413_AM,"13908","1",1466.236704454248866,446095.310770747601055,4736066.979698722250760,447118.223990701313596,4737117.455123438499868
09434_AM,"14565","1",2304.275570165768841,440272.246443921467289,4675654.711144596338272,441985.429237048607320,4677195.714266136288643
09439_AM,"17158","1",600.462880162230135,430286.090597134374548,4682052.534579835832119,430355.538065386586823,4681456.101247764192522
"09903","11932","1",1.769877957706900,453138.404103885637596,4754134.133770879358053,453136.864954687305726,4754133.259993028827012
09907_AM,"13870","1",5296.582076725178013,443559.968217355839442,4705699.369159892201424,443119.606672806257848,4700421.124811098910868
10004_AM,"11156","1",4126.193018195264813,191501.246870651055360,4425118.420744776725769,190545.724034874438075,4421104.389736711047590
10006_AM,"8711","1",4322.049053906304835,229438.754373382864287,4447648.998240754939616,227405.185153019381687,4451462.750231952406466
10010_AM,"8682","1",1699.622389589594604,222088.611762514716247,4343471.030183896422386,220833.635670420830138,4344617.220078925602138
10014_AM,"8354","1",4122.583152598275774,270323.480729329166934,4454084.536435572430491,271870.766935799969360,4457905.740073871798813
10019_AM,"9310","1",3650.536463558792093,273708.769820371293463,4414832.393012886866927,270070.302185608190484,4414535.796076702885330
10020_AM,"8890","1",4042.051386278354585,241626.297012779687066,4342192.177208319306374,237595.406420118495589,4341892.009856146760285
"10021","9760","1",2539.166107736387403,191963.127669140812941,4380573.910415438003838,190977.968610995507333,4382914.172399240545928
10032_AM,"9893","1",8592.614629900281216,157685.678268201940227,4385008.412789554335177,155525.118522877513897,4376691.862557345069945
10035_AM,"8201","1",1369.358863921478360,257770.327284265542403,4451612.328915448859334,256603.004208503378322,4450896.437488629482687
"1003701","9323","1",895.473405892195274,219034.518022014322923,4379025.506389624439180,219606.162898178823525,4379714.777567184530199
"1003702","20570","1",347.988921921527037,207316.644371723086806,4378028.134714901447296,207120.966032702097436,4378315.895513861440122
"1003703","20335","1",64.452686205066357,209499.321629914687946,4374438.292153389193118,209478.069498717581155,4374377.444017192348838
"1003704","13800","1",3338.308613669104034,217122.369387309270678,4370754.412524981424212,213785.868278601206839,4370864.252188524231315
"1003705","14554","1",156.374037953550214,209960.521794982312713,4373593.326198641210794,210065.853617411485175,4373708.903215948492289
1003706_AD,"10076","1",6266.791106739214229,194817.688930892152712,4357093.847377095371485,189547.490907359257108,4360484.670812229625881
10049_AM,"9161","1",3765.344680382140723,199809.770947645039996,4393804.178353460505605,197815.339573381672380,4396997.932266246527433
10050_AM,"9288","1",2352.634671838319719,212549.481345364823937,4455445.498030265793204,210264.789607447484741,4456006.812168541364372
10061_AM,"10416","1",4675.826773975119067,171899.511251286690822,4406553.412002998404205,175066.417634845740395,4403113.345146381296217
10064_AM,"10761","1",3967.861524244796783,181779.192983470566105,4446774.305163173004985,184749.186552419967484,4444143.133698600344360
"10067","9441","1",2315.109056816535031,200684.330994349002140,4431293.912639841437340,202685.731236109364545,4430130.243005780503154
10087_AM,"8538","1",5908.233578296498308,290270.812982974748593,4369807.489491803571582,293529.154572754574474,4364878.956839987076819
10089_AM,"9191","1",3101.496770777062920,212037.045875502692070,4434417.859121917746961,209127.870814727735706,4433342.692769716493785
10096_AM,"9104","1",1508.001372966698000,258597.228408019582275,4463678.403491581790149,259764.714291588228662,4462723.916795740835369
"1010401","10120","1",837.567368874177873,264808.373929937777575,4432297.573590463958681,265027.250583850138355,4431489.110785027034581
"1010402","7945","1",1840.564659414818379,266311.660194106749259,4436914.395330897532403,264945.102814497542568,4438147.358912566676736
10105_AM,"11074","1",715.356432099082099,271064.488633654545993,4439941.002245890907943,271373.490157859749161,4439295.825616599060595
10109_AM,"8787","1",6621.425596521866282,276424.001277406525332,4346875.188829723745584,271127.995566190627869,4350849.556758972816169
"10110","9885","1",292.760860355019645,280276.131662549567409,4447009.638953111134470,280452.500630718946923,4447243.311605389229953
10113_AM,"9106","1",2842.777949137512223,263387.372190191177651,4363715.364158387295902,262042.340716966573382,4361210.912760548293591
"10115","11880","1",1653.976456104505360,198816.401497150101932,4371649.390044770203531,198640.092149336676812,4373293.942607390694320
10116_AM,"10647","1",4967.853696852236681,241040.430394126538886,4427238.471090138889849,240648.972553094790783,4432190.877688149921596
"10121","9194","1",2680.689922533396839,246504.036339809681522,4334631.150029964745045,244004.829498920327751,4335600.718814128078520
"10127","8591","1",2383.477435272277489,215418.527364884619601,4439116.951770058833063,214476.936948835529620,4436927.346286676824093
"10128","9067","1",2858.523199442382520,184199.983912905270699,4436958.623447494581342,182764.006461433775257,4434486.959303518757224
"1013101","13453","1",47.066961166147941,277628.889015094318893,4422370.060226461850107,277588.877444465004373,4422394.846776225604117
"1013102","10750","1",1258.389625726603299,283655.973372972919606,4423667.897314034402370,283732.067875504377298,4424923.984125055372715
10140_AM,"9928","1",5332.248049043654646,303410.765822471352294,4386952.379355506971478,306349.726622345915530,4391401.579134493134916
10146_AM,"8996","1",885.173578702937903,211503.946889669517986,4469781.807073685340583,212104.981928639055695,4470431.644858339801431
10147_AM,"9258","1",1272.140327526089322,258745.816445920325350,4433560.302278451621532,259774.958678694238188,4434308.103908323682845
"10148","10092","1",176.734772616747733,231904.567030527367024,4434130.647749747149646,231735.130513873533346,4434080.383978737518191
10175_AM,"9133","1",4160.751315516388786,220290.703213012515334,4405768.931267673149705,219173.920384399505565,4409777.004074308089912
10177_AM,"12000","1",3541.449227028409041,229785.316896731237648,4358111.544717497192323,226264.551615620672237,4357729.347827208228409
10180_AM,"7939","1",1496.039077302344140,288541.401735489082057,4430900.550325930118561,290023.703947017493192,4431102.820132163353264
10184_AM,"9102","1",1993.375665585361503,246689.688258994341595,4453362.180586322210729,248648.035123723821016,4453734.234482353553176
10186_AM,"11348","1",3509.325421650640692,262616.200089676829521,4399033.309782148338854,263419.847461408411618,4402449.377084903419018
"10189","9609","1",2393.375245709999490,203861.948658497189172,4423536.148176252841949,206254.928845353511861,4423492.663787209428847
10195_AM,"8492","1",6847.935225996512600,244622.481004035333171,4378829.467670291662216,248998.072309156792471,4384097.144348865374923
"10203","9188","1",125.757628568295303,137200.758229249273427,4374229.968775224871933,137283.238420109642902,4374324.900325611233711
10205_AM,"10349","1",4667.593076520520299,171169.860523912066128,4455735.964478177018464,173860.877688340318855,4459549.735807023942471
10212_AM,"9785","1",2552.154415756981962,291751.656353688158561,4447080.722332261502743,293493.671837352681905,4448945.896376832388341
10216_AM,"9154","1",1252.614113578957358,232103.225845596462023,4466032.455374844372272,231718.132503708795412,4467224.405556509271264
"11001","8048","1",5.722839019126742,258544.386956311500398,4036544.728053851053119,258548.642069836234441,4036540.901188903022557
"11002","8497","1",21.594956369324020,308529.624157268961426,4088330.478546386584640,308545.666052611137275,4088344.935369496233761
"1100401","12749","1",67.984446416620401,279797.981838287902065,4003939.094019980169833,279840.802235683659092,4003886.289678100030869
"1100402","13960","1",270.086441581740928,279867.705592740909196,3997294.973679943941534,279801.432717093324754,3997556.802998164203018
"1100403","10628","1",1797.782769033316754,275664.644268630829174,3997668.648892795201391,276092.183179452200420,3995922.443474075291306
"1100404","11547","1",126.635196525345748,277689.036957730597351,4002967.273484419565648,277732.271319858671632,4002848.247172494418919
11005_AM,"9312","1",1047.282421436336335,284446.194857483613305,4084687.775759604293853,285256.420722437149379,4084024.198697004001588
"1100601","7098","1",173.110331293773811,250668.676793211285258,4070232.725351172033697,250529.945429013809189,4070129.184077331330627
"1100602","9059","1",262.635328327411571,249011.466965983418049,4071039.664697558619082,248965.667044478585012,4071298.275762433651835
"1100603","8052","1",2546.957685312815556,245137.731884770124452,4072843.108317037113011,245904.399196826940170,4075271.938217091374099
"1100604","8152","1",4112.840560804488632,259362.267416861286620,4068279.173693186137825,263177.955278091423679,4066744.252319219522178
"1100701","7823","1",202.492305275262112,237780.580894191574771,4009490.680231288075447,237926.621366090927040,4009630.948952901642770
"1100702","7197","1",188.975192985601723,236928.574390031863004,4009412.002854332793504,237115.383201842050767,4009440.535141202621162
"1100703","8915","1",303.741220233641627,237670.549355573224602,4008572.051481121685356,237962.608989431959344,4008488.625471152830869
"1100704","7823","1",1461.230348231767721,239312.588485652348027,4010093.862847797572613,237926.621366090927040,4009630.948952901642770
"11008","11882","1",2280.658416818776004,270010.990279558522161,4011479.476026237010956,267920.804854753310792,4012391.905587430112064
"11010","9298","1",1199.266940362741025,258077.285273559653433,4081576.985116834752262,256914.473478377185529,4081283.540193157736212
11011_AM,"8716","1",4349.940829153973027,284498.952441540779546,4068390.026549021247774,286735.276635586575139,4072121.090648747514933
"1101201","14771","1",113.345676981355396,204906.766547289153095,4048453.456971546635032,204956.222991414484568,4048351.470194831024855
"1101202","13910","1",40.348668913737079,204855.006013003177941,4048102.919384597335011,204894.208200686029159,4048112.469440303277224
"1101203","11051","1",127.787021929631990,204184.665732999099419,4048201.772474263794720,204277.550301134237088,4048114.011549154762179
"1101204","10511","1",34.536692248870956,204188.033474057738204,4047723.690374838188291,204222.301687382889213,4047727.988358899950981
"1101205","9408","1",83.816427675675186,204557.718426975276088,4047834.749889783561230,204496.270706286013592,4047777.746633995790035
"1101206","16314","1",133.446961395517121,205415.817914594052127,4048420.995191123802215,205291.338435587880667,4048469.088338369969279
"1101207","9249","1",135.747995513876333,205607.586484452214791,4047661.789268302731216,205694.793991083191941,4047765.819884340278804
"1101208","14375","1",151.357363274309705,206223.138783376722131,4046999.338078779634088,206071.783553627348738,4046998.534434046596289
"1101209","11550","1",88.937910402416946,206411.998156235466013,4045812.968396489974111,206490.993691214214778,4045853.829837484285235
"1101210","10061","1",679.771935347385011,208553.787189375201706,4041442.482212304137647,208877.409448466612957,4040844.687500461935997
"11013","9350","1",16.570789937468938,278707.490084276185371,4021345.300118734128773,278693.760969544993713,4021354.579261358827353
"1101401","7309","1",672.180893299490890,220274.345152125577442,4023269.778868210036308,220298.416481811116682,4023941.528616556897759
"1101402","8197","1",2325.690236375999120,226090.537544344580965,4022738.526049278676510,225200.506742065190338,4020589.879906572401524
"1101403","10270","1",147.143075850927460,223194.412899276037933,4019285.987228618003428,223072.757639344665222,4019203.215962457470596
"1101501","7698","1",1031.041499359158706,215898.326346922636731,4035792.570112651679665,216817.324122464982793,4035325.141335243824869
"1101502","10740","1",176.290331910357651,217279.978160984348506,4034442.245067360810935,217148.812325706938282,4034560.032183723524213
"1101503","7526","1",53.105390010653885,218145.673441592603922,4034250.037651010323316,218100.992861958569847,4034278.740059476345778
"1101504","8736","1",198.155780236126162,218715.727626519132173,4035483.160032327286899,218529.523836798820412,4035550.938066636212170
"1101505","8251","1",2750.851053048874292,222329.210312031675130,4032044.995625891257077,222648.191801801382098,4029312.701292323879898
"11016","6316","1",723.302756809765583,195767.106143098149914,4069997.154383873566985,196485.921265796088846,4070077.601244529243559
"11017","8509","1",649.878119051088333,250294.992018433171324,4085063.745690582785755,249836.543589194363449,4084603.130224765744060
"1102001","9813","1",182.248425807398178,219265.037466250796570,4064373.192668110597879,219101.631619993888307,4064292.489396067801863
"1102002","12521","1",115.623399795202943,220072.226817075163126,4064234.118159373290837,220183.548526682250667,4064265.363119772635400
"1102003","10150","1",308.746259883059054,218468.322947552136611,4065050.786268934141845,218762.879447643004823,4064958.262103193439543
"1102004","12479","1",683.676602116501840,221677.254083494946826,4067887.521542141679674,221898.576456550625153,4068534.383276569191366
"1102005","7662","1",127.416402596828277,219638.944612234336091,4066318.520183555316180,219511.805795577209210,4066310.114176789298654
"1102006","8611","1",145.289175470498947,222379.239712404640159,4064420.453480350784957,222364.999966563947964,4064565.043155456893146
"1102007","7318","1",302.169707796414855,218923.538084161205916,4062342.572581252548844,219179.894284746493213,4062502.535172914620489
"1102008","11113","1",34.982731056047065,219847.087611372728134,4060390.546756376046687,219833.098759276501369,4060358.482703463640064
"1102009","9093","1",3159.894655113284443,224867.726010353391757,4071911.300071958918124,225076.354390110529494,4068758.300162257626653
"1102010","8102","1",978.595988046919501,248435.890959711512551,4053933.579348201863468,249385.364097489073174,4054170.541092921048403
"11021","8813","1",2136.493269778329704,278388.715290589083452,4035446.100757904350758,280321.784002057800535,4034536.238763672299683
"1102201","6824","1",208.072360244067994,288484.828645703557413,4004165.069571128580719,288688.269218035740778,4004121.411345939151943
"1102202","13614","1",228.685979692001069,289262.377691223111469,4004312.670181930996478,289040.264489857363515,4004367.103655885439366
"1102203","9685","1",113.385926617177574,288735.415730715903919,4005545.945964234881103,288693.848112040432170,4005440.454251609742641
"1102204","4496","1",90.491669693163175,287999.568477654363960,4005121.873055036179721,287914.051947827392723,4005092.281410772353411
"1102205","4615","1",188.030728619999110,287419.953573811799288,4005476.765619622077793,287572.837067720771302,4005367.302419432904571
"1102206","5460","1",123.838439386476793,289654.367149388010148,4005707.590687906369567,289663.806586433667690,4005831.068848314695060
"1102207","14211","1",895.581183488575562,289700.333622902864590,4009914.081100580282509,290393.256629492738284,4010481.464007581584156
"11023","8387","1",34.835076560601522,242841.262933341058670,4031788.198324705474079,242862.211176921176957,4031760.365724218543619
11024_AM,"8293","1",1637.592243804821919,297196.809386949287727,4091479.585111237131059,295594.120340817491524,4091143.287358674220741
"11025","7538","1",996.960871225438041,244612.552373219805304,4045647.567722220439464,244958.063242811826058,4046582.743223262019455
11026_AM,"9453","1",4166.243822794112930,278284.601648022478912,4076825.715612845961004,281958.237763392273337,4078790.909059512428939
"1102701","10144","1",175.519176830958628,210988.425313486775849,4055058.694441225379705,211033.758846696320688,4055228.258152561727911
"1102702","15925","1",586.068779891422423,207697.394507673045155,4055906.710790104232728,207369.948731884156587,4055420.649190426338464
"1102703","7951","1",2150.473904656764716,210315.327197710517794,4060902.768574032932520,212359.189448272576556,4060234.064517415128648
"1102704","15055","1",1435.702284920175771,213828.904120657505700,4052429.900249422527850,214753.345182232384104,4053528.376364137511700
"1102801","9021","1",112.576731860586463,213853.167943328124238,4047522.600399547722191,213800.631962088373257,4047622.166916166432202
"1102802","10369","1",47.994789813755801,214406.577228883135831,4047309.231155444402248,214394.324928538553650,4047355.635691704228520
"1102803","11810","1",384.896601499296025,214891.640363824670203,4047855.004052684642375,214986.621967282699188,4048227.997201214544475
"1102804","9750","1",2769.212189475847481,221516.517071330337785,4046496.313922826200724,222197.883616274659289,4049180.392122464254498
"11029","6055","1",2749.992279181788490,279590.762492873880547,4095399.626217470038682,280246.426335442869458,4098070.311983543448150
"1103001","12097","1",326.824502338451566,197980.525990389403887,4058909.711800804361701,198121.846344346442493,4059204.402847302611917
"1103002","10698","1",186.728046317347321,199349.925107850023778,4058241.921948538161814,199380.738312085479265,4058426.090104651637375
"1103003","9084","1",193.480498065755910,200158.234710626333253,4063408.897325848694891,200350.514589636441087,4063430.418275168631226
"1103101","11779","1",308.642761494980277,213812.876282615528908,4041984.388238822109997,213526.021432863926748,4041870.481920308899134
1103103_AD,"12917","1",52.530586011106720,213839.492274560208898,4040577.789640202187002,213813.146308834577212,4040623.235790277365595
"1103104","15357","1",107.765668413603450,213321.946282526012510,4040590.826704253908247,213239.160719703329960,4040659.819384131580591
"1103105","15097","1",166.538159809228489,213093.332407118869014,4040213.940298791043460,213240.574395424482645,4040291.752608566079289
"1103106","9569","1",846.197378125968839,212223.857012567896163,4037295.097032990306616,211444.519601170817623,4037624.768387439195067
"1103201","7304","1",1904.297845888557731,202623.330992955394322,4071773.700809607282281,204392.071511925285449,4072479.326250198762864
"1103202","7530","1",409.564303063072202,198698.987736867129570,4074020.650122753344476,198718.054424105561338,4073611.529871749691665
"1103203","10957","1",285.017798778902943,199868.735376925673336,4075684.907638931646943,200109.715136097569484,4075837.104555096942931
"1103204","8666","1",241.954550603724755,200938.008732511021663,4075562.381235641427338,201152.675566431105835,4075674.006299908272922
"1103205","6407","1",2779.287988647912243,206018.327105082542403,4081244.050912478473037,208788.408383687085006,4081470.085055402014405
"1103301","10189","1",206.246104486345075,285679.462119107018225,4010242.527318525128067,285852.906066949770320,4010354.127733276225626
"1103302","13000","1",54.107010009358540,287260.249336535169277,4013398.058365801349282,287290.651870288827922,4013442.816096681170166
"1103303","8277","1",716.786518220404787,285006.276631598710082,4006909.649620085023344,285713.784207110409625,4006794.689003802370280
"1103304","9345","1",862.337646503210749,282507.521327539929189,4010789.499211242422462,281799.652466502389871,4010297.007696442306042
